image_name,decision
China_Drone_000061.jpg,segmentation_original
China_Drone_000062.jpg,segmentation_original
China_Drone_000136.jpg,segmentation_original
China_Drone_000237.jpg,segmentation_original
China_Drone_000286.jpg,segmentation_original
China_Drone_000404.jpg,segmentation_original
China_Drone_000451.jpg,detection
China_Drone_000487.jpg,segmentation_original
China_Drone_000541.jpg,segmentation_original
China_Drone_000690.jpg,segmentation_original
China_Drone_000764.jpg,segmentation_original
China_Drone_000839.jpg,segmentation_original
China_Drone_000955.jpg,segmentation_original
China_Drone_001045.jpg,segmentation_original
China_Drone_001067.jpg,nothing
China_Drone_001287.jpg,segmentation_original
China_Drone_001340.jpg,nothing
China_Drone_001401.jpg,segmentation_original
China_Drone_001511.jpg,nothing
China_Drone_001531.jpg,segmentation_original
China_Drone_001536.jpg,segmentation_original
China_Drone_001628.jpg,segmentation_original
China_Drone_001714.jpg,nothing
China_Drone_001732.jpg,segmentation_original
China_Drone_001854.jpg,segmentation_original
China_Drone_001990.jpg,segmentation_original
China_Drone_002007.jpg,nothing
China_Drone_002132.jpg,segmentation_cleaned
China_Drone_002137.jpg,nothing
China_Drone_002143.jpg,segmentation_original
China_Drone_002144.jpg,nothing
China_Drone_002145.jpg,nothing
China_Drone_002189.jpg,nothing
China_Drone_002190.jpg,nothing
China_Drone_002245.jpg,segmentation_cleaned
China_Drone_002268.jpg,nothing
China_Drone_002372.jpg,nothing
China_MotorBike_000001.jpg,segmentation_original
China_MotorBike_000004.jpg,nothing
China_MotorBike_000007.jpg,nothing
China_MotorBike_000047.jpg,segmentation_original
China_MotorBike_000050.jpg,segmentation_original
China_MotorBike_000078.jpg,nothing
China_MotorBike_000091.jpg,segmentation_cleaned
China_MotorBike_000150.jpg,segmentation_original
China_MotorBike_000195.jpg,segmentation_cleaned
China_MotorBike_000210.jpg,segmentation_original
China_MotorBike_000296.jpg,segmentation_cleaned
China_MotorBike_000304.jpg,segmentation_original
China_MotorBike_000337.jpg,segmentation_original
China_MotorBike_000343.jpg,nothing
China_MotorBike_000355.jpg,segmentation_original
China_MotorBike_000357.jpg,nothing
China_MotorBike_000419.jpg,segmentation_cleaned
China_MotorBike_000448.jpg,nothing
China_MotorBike_000473.jpg,segmentation_original
China_MotorBike_000495.jpg,nothing
China_MotorBike_000518.jpg,segmentation_original
China_MotorBike_000542.jpg,segmentation_original
China_MotorBike_000552.jpg,segmentation_original
China_MotorBike_000553.jpg,nothing
China_MotorBike_000567.jpg,nothing
China_MotorBike_000582.jpg,segmentation_original
China_MotorBike_000690.jpg,nothing
China_MotorBike_000781.jpg,segmentation_original
China_MotorBike_000801.jpg,nothing
China_MotorBike_000854.jpg,segmentation_original
China_MotorBike_000957.jpg,segmentation_original
China_MotorBike_000971.jpg,segmentation_original
China_MotorBike_001002.jpg,segmentation_original
China_MotorBike_001033.jpg,segmentation_cleaned
China_MotorBike_001041.jpg,segmentation_original
China_MotorBike_001047.jpg,segmentation_original
China_MotorBike_001059.jpg,segmentation_cleaned
China_MotorBike_001090.jpg,nothing
China_MotorBike_001107.jpg,nothing
China_MotorBike_001139.jpg,nothing
China_MotorBike_001152.jpg,nothing
China_MotorBike_001189.jpg,segmentation_original
China_MotorBike_001293.jpg,segmentation_original
China_MotorBike_001300.jpg,segmentation_original
China_MotorBike_001307.jpg,segmentation_original
China_MotorBike_001340.jpg,segmentation_original
China_MotorBike_001350.jpg,segmentation_cleaned
China_MotorBike_001395.jpg,segmentation_cleaned
China_MotorBike_001424.jpg,segmentation_cleaned
China_MotorBike_001437.jpg,segmentation_original
China_MotorBike_001452.jpg,segmentation_original
China_MotorBike_001516.jpg,segmentation_original
China_MotorBike_001520.jpg,segmentation_original
China_MotorBike_001521.jpg,segmentation_cleaned
China_MotorBike_001532.jpg,segmentation_cleaned
China_MotorBike_001537.jpg,nothing
China_MotorBike_001546.jpg,nothing
China_MotorBike_001550.jpg,nothing
China_MotorBike_001553.jpg,segmentation_original
China_MotorBike_001562.jpg,segmentation_original
China_MotorBike_001607.jpg,segmentation_original
China_MotorBike_001655.jpg,nothing
China_MotorBike_001681.jpg,segmentation_original
China_MotorBike_001726.jpg,segmentation_original
China_MotorBike_001735.jpg,nothing
China_MotorBike_001747.jpg,segmentation_original
China_MotorBike_001766.jpg,segmentation_original
China_MotorBike_001816.jpg,segmentation_original
China_MotorBike_001819.jpg,segmentation_original
China_MotorBike_001841.jpg,segmentation_original
China_MotorBike_001853.jpg,nothing
China_MotorBike_001876.jpg,segmentation_original
China_MotorBike_001888.jpg,nothing
China_MotorBike_001905.jpg,segmentation_cleaned
China_MotorBike_001924.jpg,segmentation_original
China_MotorBike_001925.jpg,segmentation_original
China_MotorBike_001965.jpg,segmentation_cleaned
Czech_000010.jpg,nothing
Czech_000037.jpg,segmentation_original
Czech_000064.jpg,segmentation_original
Czech_000083.jpg,segmentation_original
Czech_000108.jpg,nothing
Czech_000240.jpg,segmentation_original
Czech_000270.jpg,nothing
Czech_000341.jpg,nothing
Czech_000395.jpg,nothing
Czech_000406.jpg,segmentation_original
Czech_000512.jpg,segmentation_original
Czech_000595.jpg,nothing
Czech_000603.jpg,segmentation_original
Czech_000612.jpg,detection
Czech_000634.jpg,nothing
Czech_000729.jpg,segmentation_cleaned
Czech_000749.jpg,segmentation_original
Czech_000755.jpg,segmentation_original
Czech_000758.jpg,nothing
Czech_000762.jpg,segmentation_original
Czech_000792.jpg,segmentation_original
Czech_000814.jpg,segmentation_original
Czech_000836.jpg,segmentation_original
Czech_000853.jpg,segmentation_original
Czech_000881.jpg,segmentation_original
Czech_000904.jpg,segmentation_original
Czech_000920.jpg,detection
Czech_000937.jpg,detection
Czech_000973.jpg,nothing
Czech_000976.jpg,segmentation_original
Czech_000982.jpg,segmentation_original
Czech_001025.jpg,segmentation_original
Czech_001054.jpg,segmentation_original
Czech_001114.jpg,detection
Czech_001129.jpg,segmentation_original
Czech_001258.jpg,segmentation_original
Czech_001284.jpg,segmentation_original
Czech_001353.jpg,nothing
Czech_001495.jpg,segmentation_original
Czech_001512.jpg,nothing
Czech_001545.jpg,nothing
Czech_001554.jpg,segmentation_original
Czech_001673.jpg,segmentation_original
Czech_001740.jpg,segmentation_original
Czech_001811.jpg,segmentation_cleaned
Czech_001917.jpg,segmentation_original
Czech_001940.jpg,segmentation_original
Czech_001947.jpg,segmentation_cleaned
Czech_002009.jpg,nothing
Czech_002013.jpg,segmentation_original
Czech_002024.jpg,nothing
Czech_002058.jpg,segmentation_original
Czech_002063.jpg,nothing
Czech_002078.jpg,segmentation_original
Czech_002092.jpg,segmentation_original
Czech_002374.jpg,segmentation_original
Czech_002420.jpg,segmentation_original
Czech_002436.jpg,segmentation_cleaned
Czech_002444.jpg,nothing
Czech_002448.jpg,segmentation_original
Czech_002501.jpg,segmentation_original
Czech_002612.jpg,segmentation_original
Czech_002752.jpg,detection
Czech_002842.jpg,segmentation_original
Czech_002857.jpg,nothing
Czech_002866.jpg,segmentation_original
Czech_002942.jpg,nothing
Czech_002954.jpg,segmentation_cleaned
Czech_002978.jpg,segmentation_original
Czech_002980.jpg,segmentation_original
Czech_002993.jpg,segmentation_original
Czech_002998.jpg,nothing
Czech_003049.jpg,segmentation_original
Czech_003169.jpg,segmentation_original
Czech_003241.jpg,segmentation_original
Czech_003364.jpg,detection
Czech_003477.jpg,segmentation_original
Czech_003510.jpg,segmentation_original
Czech_003536.jpg,nothing
Czech_003537.jpg,segmentation_original
Czech_003560.jpg,segmentation_original
Czech_003564.jpg,nothing
Czech_003565.jpg,segmentation_original
Czech_003570.jpg,segmentation_original
Czech_003580.jpg,nothing
Czech_003584.jpg,segmentation_original
India_000017.jpg,nothing
India_000027.jpg,nothing
India_000043.jpg,segmentation_original
India_000061.jpg,segmentation_cleaned
India_000067.jpg,nothing
India_000071.jpg,segmentation_original
India_000081.jpg,segmentation_original
India_000103.jpg,nothing
India_000105.jpg,segmentation_original
India_000109.jpg,nothing
India_000126.jpg,segmentation_original
India_000128.jpg,segmentation_cleaned
India_000131.jpg,nothing
India_000261.jpg,nothing
India_000268.jpg,segmentation_original
India_000317.jpg,segmentation_cleaned
India_000320.jpg,segmentation_original
India_000361.jpg,segmentation_original
India_000367.jpg,segmentation_original
India_000368.jpg,segmentation_original
India_000373.jpg,nothing
India_000383.jpg,nothing
India_000384.jpg,nothing
India_000389.jpg,segmentation_original
India_000391.jpg,segmentation_original
India_000399.jpg,segmentation_original
India_000402.jpg,nothing
India_000431.jpg,nothing
India_000456.jpg,segmentation_original
India_000466.jpg,segmentation_original
India_000485.jpg,nothing
India_000517.jpg,nothing
India_000535.jpg,segmentation_original
India_000544.jpg,segmentation_original
India_000545.jpg,nothing
India_000557.jpg,nothing
India_000576.jpg,nothing
India_000579.jpg,nothing
India_000580.jpg,nothing
India_000586.jpg,segmentation_original
India_000590.jpg,nothing
India_000591.jpg,nothing
India_000595.jpg,nothing
India_000612.jpg,segmentation_original
India_000614.jpg,detection
India_000618.jpg,nothing
India_000627.jpg,detection
India_000628.jpg,nothing
India_000631.jpg,nothing
India_000646.jpg,segmentation_original
India_000652.jpg,nothing
India_000659.jpg,nothing
India_000669.jpg,nothing
India_000685.jpg,nothing
India_000705.jpg,nothing
India_000710.jpg,nothing
India_000731.jpg,segmentation_original
India_000735.jpg,segmentation_original
India_000744.jpg,nothing
India_000745.jpg,nothing
India_000747.jpg,segmentation_original
India_000756.jpg,segmentation_original
India_000759.jpg,nothing
India_000768.jpg,nothing
India_000808.jpg,segmentation_cleaned
India_000822.jpg,segmentation_original
India_000823.jpg,nothing
India_000825.jpg,detection
India_000848.jpg,nothing
India_000853.jpg,nothing
India_000862.jpg,segmentation_original
India_000864.jpg,nothing
India_000914.jpg,detection
India_000915.jpg,nothing
India_000921.jpg,nothing
India_000935.jpg,nothing
India_000942.jpg,segmentation_original
India_000945.jpg,nothing
India_000946.jpg,nothing
India_000969.jpg,nothing
India_000977.jpg,nothing
India_000979.jpg,segmentation_original
India_000981.jpg,segmentation_original
India_000994.jpg,nothing
India_000996.jpg,nothing
India_001005.jpg,nothing
India_001006.jpg,nothing
India_001007.jpg,detection
India_001012.jpg,detection
India_001049.jpg,segmentation_original
India_001053.jpg,detection
India_001058.jpg,nothing
India_001069.jpg,nothing
India_001105.jpg,nothing
India_001114.jpg,segmentation_original
India_001122.jpg,segmentation_original
India_001134.jpg,nothing
India_001135.jpg,segmentation_original
India_001137.jpg,segmentation_original
India_001145.jpg,segmentation_original
India_001168.jpg,nothing
India_001174.jpg,segmentation_original
India_001176.jpg,nothing
India_001180.jpg,nothing
India_001194.jpg,segmentation_original
India_001225.jpg,nothing
India_001246.jpg,nothing
India_001251.jpg,segmentation_original
India_001254.jpg,segmentation_original
India_001262.jpg,nothing
India_001275.jpg,segmentation_original
India_001287.jpg,segmentation_original
India_001314.jpg,segmentation_original
India_001338.jpg,nothing
India_001367.jpg,nothing
India_001381.jpg,nothing
India_001392.jpg,nothing
India_001407.jpg,nothing
India_001419.jpg,detection
India_001441.jpg,nothing
India_001453.jpg,segmentation_original
India_001475.jpg,nothing
India_001480.jpg,nothing
India_001489.jpg,segmentation_original
India_001491.jpg,nothing
India_001507.jpg,nothing
India_001524.jpg,nothing
India_001526.jpg,nothing
India_001551.jpg,segmentation_original
India_001552.jpg,segmentation_original
India_001553.jpg,nothing
India_001561.jpg,nothing
India_001566.jpg,nothing
India_001575.jpg,nothing
India_001585.jpg,nothing
India_001588.jpg,nothing
India_001596.jpg,nothing
India_001604.jpg,segmentation_original
India_001605.jpg,nothing
India_001620.jpg,nothing
India_001684.jpg,nothing
India_001687.jpg,segmentation_original
India_001689.jpg,nothing
India_001692.jpg,segmentation_original
India_001697.jpg,segmentation_original
India_001708.jpg,nothing
India_001717.jpg,nothing
India_001737.jpg,segmentation_cleaned
India_001787.jpg,nothing
India_001798.jpg,nothing
India_001809.jpg,nothing
India_001815.jpg,nothing
India_001821.jpg,nothing
India_001831.jpg,nothing
India_001852.jpg,nothing
India_001854.jpg,nothing
India_001865.jpg,nothing
India_001866.jpg,nothing
India_001872.jpg,detection
India_001887.jpg,nothing
India_001890.jpg,segmentation_original
India_001900.jpg,segmentation_original
India_001904.jpg,nothing
India_001907.jpg,nothing
India_001925.jpg,segmentation_original
India_001932.jpg,detection
India_001939.jpg,nothing
India_001967.jpg,segmentation_original
India_001969.jpg,nothing
India_001983.jpg,nothing
India_001984.jpg,segmentation_original
India_002010.jpg,detection
India_002047.jpg,nothing
India_002048.jpg,nothing
India_002066.jpg,segmentation_original
India_002070.jpg,segmentation_original
India_002082.jpg,nothing
India_002087.jpg,nothing
India_002089.jpg,nothing
India_002098.jpg,nothing
India_002112.jpg,nothing
India_002114.jpg,segmentation_original
India_002122.jpg,segmentation_cleaned
India_002133.jpg,nothing
India_002135.jpg,detection
India_002148.jpg,nothing
India_002154.jpg,nothing
India_002200.jpg,nothing
India_002201.jpg,segmentation_original
India_002248.jpg,nothing
India_002250.jpg,detection
India_002305.jpg,nothing
India_002318.jpg,nothing
India_002319.jpg,nothing
India_002331.jpg,nothing
India_002340.jpg,nothing
India_002341.jpg,segmentation_original
India_002363.jpg,segmentation_original
India_002376.jpg,segmentation_original
India_002390.jpg,segmentation_original
India_002404.jpg,nothing
India_002410.jpg,nothing
India_002419.jpg,detection
India_002428.jpg,nothing
India_002459.jpg,nothing
India_002487.jpg,nothing
India_002509.jpg,segmentation_original
India_002523.jpg,segmentation_original
India_002549.jpg,nothing
India_002563.jpg,nothing
India_002570.jpg,segmentation_original
India_002573.jpg,nothing
India_002591.jpg,nothing
India_002642.jpg,segmentation_original
India_002664.jpg,nothing
India_002665.jpg,nothing
India_002667.jpg,nothing
India_002678.jpg,detection
India_002681.jpg,nothing
India_002702.jpg,detection
India_002714.jpg,detection
India_002735.jpg,nothing
India_002771.jpg,segmentation_original
India_002772.jpg,segmentation_cleaned
India_002775.jpg,nothing
India_002777.jpg,nothing
India_002810.jpg,segmentation_original
India_002832.jpg,nothing
India_002843.jpg,nothing
India_002871.jpg,nothing
India_002875.jpg,nothing
India_002877.jpg,segmentation_cleaned
India_002880.jpg,nothing
India_002881.jpg,nothing
India_002889.jpg,nothing
India_002903.jpg,nothing
India_002921.jpg,segmentation_original
India_002939.jpg,nothing
India_002945.jpg,nothing
India_002946.jpg,segmentation_original
India_002960.jpg,nothing
India_002973.jpg,nothing
India_002976.jpg,segmentation_original
India_002978.jpg,detection
India_002995.jpg,nothing
India_003011.jpg,nothing
India_003018.jpg,nothing
India_003028.jpg,nothing
India_003029.jpg,detection
India_003033.jpg,nothing
India_003057.jpg,nothing
India_003063.jpg,nothing
India_003079.jpg,segmentation_original
India_003083.jpg,segmentation_original
India_003087.jpg,segmentation_original
India_003102.jpg,detection
India_003103.jpg,nothing
India_003110.jpg,nothing
India_003118.jpg,segmentation_original
India_003120.jpg,nothing
India_003151.jpg,nothing
India_003152.jpg,nothing
India_003161.jpg,nothing
India_003168.jpg,nothing
India_003171.jpg,segmentation_original
India_003186.jpg,nothing
India_003214.jpg,nothing
India_003217.jpg,nothing
India_003228.jpg,nothing
India_003239.jpg,nothing
India_003278.jpg,nothing
India_003318.jpg,nothing
India_003334.jpg,nothing
India_003353.jpg,nothing
India_003365.jpg,nothing
India_003368.jpg,nothing
India_003373.jpg,nothing
India_003376.jpg,nothing
India_003384.jpg,nothing
India_003391.jpg,segmentation_original
India_003412.jpg,nothing
India_003422.jpg,nothing
India_003424.jpg,detection
India_003426.jpg,nothing
India_003431.jpg,segmentation_cleaned
India_003433.jpg,segmentation_original
India_003446.jpg,nothing
India_003502.jpg,segmentation_original
India_003535.jpg,nothing
India_003542.jpg,segmentation_cleaned
India_003547.jpg,nothing
India_003556.jpg,segmentation_original
India_003576.jpg,nothing
India_003609.jpg,nothing
India_003610.jpg,nothing
India_003619.jpg,nothing
India_003660.jpg,nothing
India_003697.jpg,nothing
India_003700.jpg,nothing
India_003702.jpg,segmentation_cleaned
India_003704.jpg,segmentation_cleaned
India_003710.jpg,segmentation_original
India_003722.jpg,nothing
India_003761.jpg,segmentation_original
India_003764.jpg,nothing
India_003778.jpg,nothing
India_003795.jpg,nothing
India_003805.jpg,segmentation_original
India_003864.jpg,nothing
India_003865.jpg,segmentation_original
India_003879.jpg,nothing
India_003909.jpg,segmentation_original
India_003923.jpg,nothing
India_003926.jpg,segmentation_original
India_003939.jpg,segmentation_original
India_003973.jpg,nothing
India_003975.jpg,nothing
India_004003.jpg,nothing
India_004022.jpg,nothing
India_004033.jpg,segmentation_cleaned
India_004043.jpg,nothing
India_004060.jpg,detection
India_004065.jpg,nothing
India_004100.jpg,nothing
India_004104.jpg,nothing
India_004107.jpg,segmentation_cleaned
India_004110.jpg,segmentation_cleaned
India_004116.jpg,nothing
India_004126.jpg,segmentation_original
India_004132.jpg,segmentation_original
India_004143.jpg,nothing
India_004181.jpg,segmentation_original
India_004196.jpg,nothing
India_004208.jpg,nothing
India_004209.jpg,nothing
India_004253.jpg,detection
India_004256.jpg,nothing
India_004263.jpg,nothing
India_004293.jpg,detection
India_004299.jpg,segmentation_original
India_004320.jpg,nothing
India_004321.jpg,nothing
India_004338.jpg,nothing
India_004340.jpg,nothing
India_004343.jpg,nothing
India_004345.jpg,nothing
India_004365.jpg,segmentation_original
India_004385.jpg,nothing
India_004387.jpg,nothing
India_004392.jpg,segmentation_original
India_004398.jpg,detection
India_004403.jpg,segmentation_original
India_004414.jpg,segmentation_original
India_004430.jpg,segmentation_original
India_004444.jpg,segmentation_original
India_004461.jpg,segmentation_cleaned
India_004472.jpg,nothing
India_004483.jpg,nothing
India_004485.jpg,nothing
India_004525.jpg,nothing
India_004551.jpg,nothing
India_004553.jpg,nothing
India_004586.jpg,nothing
India_004593.jpg,nothing
India_004600.jpg,segmentation_original
India_004606.jpg,segmentation_original
India_004613.jpg,nothing
India_004626.jpg,detection
India_004627.jpg,segmentation_original
India_004629.jpg,nothing
India_004633.jpg,nothing
India_004655.jpg,nothing
India_004663.jpg,nothing
India_004669.jpg,detection
India_004695.jpg,nothing
India_004701.jpg,nothing
India_004705.jpg,segmentation_original
India_004706.jpg,segmentation_original
India_004717.jpg,segmentation_cleaned
India_004719.jpg,nothing
India_004724.jpg,nothing
India_004726.jpg,nothing
India_004739.jpg,segmentation_original
India_004749.jpg,nothing
India_004755.jpg,segmentation_cleaned
India_004759.jpg,segmentation_cleaned
India_004801.jpg,nothing
India_004828.jpg,segmentation_original
India_004832.jpg,nothing
India_004854.jpg,nothing
India_004865.jpg,nothing
India_004876.jpg,nothing
India_004894.jpg,nothing
India_004899.jpg,nothing
India_004940.jpg,nothing
India_004959.jpg,segmentation_original
India_004984.jpg,nothing
India_005016.jpg,nothing
India_005022.jpg,segmentation_original
India_005044.jpg,segmentation_original
India_005047.jpg,segmentation_original
India_005067.jpg,segmentation_original
India_005071.jpg,segmentation_original
India_005088.jpg,segmentation_original
India_005122.jpg,segmentation_original
India_005124.jpg,segmentation_original
India_005135.jpg,nothing
India_005152.jpg,detection
India_005163.jpg,segmentation_original
India_005231.jpg,nothing
India_005245.jpg,detection
India_005266.jpg,nothing
India_005285.jpg,nothing
India_005289.jpg,nothing
India_005298.jpg,nothing
India_005305.jpg,segmentation_cleaned
India_005314.jpg,nothing
India_005350.jpg,nothing
India_005351.jpg,nothing
India_005372.jpg,segmentation_original
India_005397.jpg,nothing
India_005402.jpg,segmentation_original
India_005420.jpg,nothing
India_005421.jpg,nothing
India_005446.jpg,nothing
India_005455.jpg,nothing
India_005467.jpg,nothing
India_005486.jpg,segmentation_original
India_005490.jpg,detection
India_005496.jpg,nothing
India_005510.jpg,segmentation_original
India_005519.jpg,segmentation_original
India_005526.jpg,segmentation_original
India_005543.jpg,segmentation_original
India_005546.jpg,detection
India_005550.jpg,nothing
India_005559.jpg,nothing
India_005564.jpg,nothing
India_005601.jpg,segmentation_original
India_005603.jpg,nothing
India_005611.jpg,nothing
India_005612.jpg,segmentation_original
India_005621.jpg,nothing
India_005643.jpg,segmentation_original
India_005655.jpg,segmentation_original
India_005656.jpg,nothing
India_005661.jpg,detection
India_005704.jpg,nothing
India_005713.jpg,detection
India_005717.jpg,nothing
India_005724.jpg,segmentation_original
India_005760.jpg,nothing
India_005761.jpg,segmentation_original
India_005762.jpg,nothing
India_005774.jpg,nothing
India_005777.jpg,segmentation_cleaned
India_005781.jpg,nothing
India_005797.jpg,segmentation_original
India_005801.jpg,nothing
India_005810.jpg,segmentation_original
India_005856.jpg,segmentation_original
India_005884.jpg,nothing
India_005886.jpg,segmentation_original
India_005887.jpg,nothing
India_005895.jpg,segmentation_original
India_005938.jpg,nothing
India_005962.jpg,segmentation_original
India_005993.jpg,nothing
India_006004.jpg,nothing
India_006031.jpg,nothing
India_006076.jpg,detection
India_006095.jpg,nothing
India_006103.jpg,nothing
India_006109.jpg,nothing
India_006132.jpg,segmentation_original
India_006137.jpg,nothing
India_006167.jpg,nothing
India_006177.jpg,nothing
India_006202.jpg,nothing
India_006237.jpg,nothing
India_006239.jpg,segmentation_original
